hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,family,arrival_month_num,season,is_family,has_weekend_stay,has_weekday_stay,estimated_revenue,booking_size,stay_category,lead_time_category
Resort Hotel,0,364,2016,October,42,12,2,4,2,0.0,0,BB,GBR,Groups,Corporate,0.0,0.0,0.0,A,A,2.0,No Deposit,0.0,223.0,0.0,Transient-Party,66.0,0.0,0.0,Check-Out,2016-10-18,2.0,6,0.0,10.0,Autumn,0,1,1,396.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,0,2016,October,42,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,457.0,0.0,Transient,50.0,0.0,0.0,Canceled,2016-10-13,1.0,1,0.0,10.0,Autumn,0,0,1,50.0,Single,Short Stay,Last Minute
Resort Hotel,1,149,2016,October,42,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,241.0,,0.0,Transient,246.02,0.0,1.0,Canceled,2016-08-25,2.0,2,0.0,10.0,Autumn,0,0,1,492.04,Couple,Short Stay,Long Lead Time
Resort Hotel,0,365,2016,October,42,13,1,3,2,0.0,0,BB,NLD,Groups,Corporate,0.0,0.0,0.0,A,B,1.0,No Deposit,0.0,223.0,0.0,Transient-Party,66.0,0.0,0.0,Check-Out,2016-10-17,2.0,4,0.0,10.0,Autumn,0,1,1,264.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,365,2016,October,42,13,1,3,2,0.0,0,BB,NLD,Groups,Corporate,0.0,0.0,0.0,A,H,1.0,No Deposit,0.0,223.0,0.0,Transient-Party,66.0,0.0,0.0,Check-Out,2016-10-17,2.0,4,0.0,10.0,Autumn,0,1,1,264.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,365,2016,October,42,13,2,3,2,0.0,0,BB,NLD,Groups,Corporate,0.0,0.0,0.0,A,A,1.0,No Deposit,0.0,223.0,0.0,Transient-Party,72.0,1.0,0.0,Check-Out,2016-10-18,2.0,5,0.0,10.0,Autumn,0,1,1,360.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,365,2016,October,42,13,2,3,2,0.0,0,BB,BEL,Groups,Corporate,0.0,0.0,0.0,A,D,1.0,No Deposit,0.0,223.0,0.0,Transient-Party,66.0,0.0,0.0,Check-Out,2016-10-18,2.0,5,0.0,10.0,Autumn,0,1,1,330.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,1,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,E,E,1.0,No Deposit,273.0,,125.0,Transient-Party,71.56,0.0,0.0,Check-Out,2016-10-21,1.0,7,0.0,10.0,Autumn,0,1,1,500.92,Single,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,273.0,,125.0,Transient-Party,80.81,0.0,0.0,Check-Out,2016-10-21,2.0,7,0.0,10.0,Autumn,0,1,1,565.6700000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,E,F,0.0,No Deposit,273.0,,125.0,Transient-Party,80.81,0.0,0.0,Check-Out,2016-10-21,2.0,7,0.0,10.0,Autumn,0,1,1,565.6700000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,E,G,0.0,No Deposit,273.0,,125.0,Transient-Party,80.81,0.0,0.0,Check-Out,2016-10-21,2.0,7,0.0,10.0,Autumn,0,1,1,565.6700000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,1,249,2016,October,42,14,2,5,2,0.0,0,HB,PRT,Groups,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,273.0,,0.0,Transient-Party,60.36,0.0,0.0,Canceled,2016-09-29,2.0,7,0.0,10.0,Autumn,0,1,1,422.52,Couple,Long Stay,Long Lead Time
Resort Hotel,1,342,2016,October,42,14,2,5,2,0.0,0,HB,PRT,Groups,Direct,0.0,0.0,0.0,E,G,0.0,No Deposit,273.0,,125.0,Transient-Party,78.81,0.0,0.0,Canceled,2016-10-12,2.0,7,0.0,10.0,Autumn,0,1,1,551.6700000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,1,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,E,1.0,No Deposit,273.0,,125.0,Transient-Party,44.36,0.0,0.0,Check-Out,2016-10-21,1.0,7,0.0,10.0,Autumn,0,1,1,310.52,Single,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,273.0,,125.0,Transient-Party,71.36,0.0,0.0,Check-Out,2016-10-21,2.0,7,0.0,10.0,Autumn,0,1,1,499.52,Couple,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,1,0.0,0,BB,GBR,Groups,Direct,0.0,0.0,0.0,A,C,1.0,No Deposit,273.0,,125.0,Transient-Party,46.36,0.0,0.0,Check-Out,2016-10-21,1.0,7,0.0,10.0,Autumn,0,1,1,324.52,Single,Long Stay,Long Lead Time
Resort Hotel,1,435,2016,October,42,14,2,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,2.0,,0.0,Contract,63.4,0.0,0.0,Canceled,2016-05-25,2.0,8,0.0,10.0,Autumn,0,1,1,507.2,Couple,Long Stay,Long Lead Time
Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,BRA,Groups,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,273.0,,125.0,Transient-Party,80.81,0.0,0.0,Check-Out,2016-10-21,2.0,7,0.0,10.0,Autumn,0,1,1,565.6700000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,1,18,2016,October,42,15,1,1,2,2.0,0,HB,ESP,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0.0,Transient,178.0,0.0,0.0,Canceled,2016-09-27,4.0,2,1.0,10.0,Autumn,1,1,1,356.0,Small Group,Short Stay,Short Lead Time
Resort Hotel,1,12,2016,October,42,15,0,1,2,0.0,0,BB,PRT,Complementary,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,382.0,0.0,Transient,0.0,0.0,0.0,Canceled,2016-10-06,2.0,1,0.0,10.0,Autumn,0,0,1,0.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,115,2016,October,42,15,0,1,2,0.0,0,BB,PRT,Groups,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,273.0,,0.0,Transient-Party,41.85,0.0,0.0,Canceled,2016-09-20,2.0,1,0.0,10.0,Autumn,0,0,1,41.85,Couple,Short Stay,Long Lead Time
Resort Hotel,1,24,2016,October,42,15,0,1,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,G,G,1.0,No Deposit,250.0,,0.0,Transient,141.0,0.0,1.0,Canceled,2016-10-03,2.0,1,0.0,10.0,Autumn,0,0,1,141.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,24,2016,October,42,15,0,1,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,G,G,1.0,No Deposit,250.0,,0.0,Transient,135.0,0.0,1.0,Canceled,2016-10-03,2.0,1,0.0,10.0,Autumn,0,0,1,135.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,198,2016,October,42,15,2,5,2,2.0,0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,G,G,1.0,No Deposit,240.0,,0.0,Transient-Party,124.14,0.0,0.0,Canceled,2016-08-02,4.0,7,1.0,10.0,Autumn,1,1,1,868.98,Small Group,Long Stay,Long Lead Time
Resort Hotel,1,198,2016,October,42,15,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,D,D,2.0,No Deposit,240.0,,0.0,Transient-Party,68.0,0.0,0.0,Canceled,2016-08-02,2.0,7,0.0,10.0,Autumn,0,1,1,476.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,198,2016,October,42,15,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,240.0,,0.0,Transient-Party,68.0,0.0,0.0,Canceled,2016-08-02,2.0,7,0.0,10.0,Autumn,0,1,1,476.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,198,2016,October,42,15,2,5,2,2.0,0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,G,G,2.0,No Deposit,240.0,,0.0,Transient-Party,124.14,0.0,0.0,Canceled,2016-08-02,4.0,7,1.0,10.0,Autumn,1,1,1,868.98,Small Group,Long Stay,Long Lead Time
Resort Hotel,1,27,2016,October,42,15,2,5,2,2.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0.0,Transient,140.71,0.0,0.0,Canceled,2016-09-19,4.0,7,1.0,10.0,Autumn,1,1,1,984.97,Small Group,Long Stay,Short Lead Time
Resort Hotel,1,198,2016,October,42,15,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,240.0,,0.0,Transient-Party,60.83,0.0,0.0,Canceled,2016-08-02,2.0,7,0.0,10.0,Autumn,0,1,1,425.81,Couple,Long Stay,Long Lead Time
Resort Hotel,1,27,2016,October,42,15,2,5,3,1.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Transient,145.71,0.0,0.0,Canceled,2016-09-19,4.0,7,1.0,10.0,Autumn,1,1,1,1019.97,Small Group,Long Stay,Short Lead Time
Resort Hotel,1,375,2016,October,42,15,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,143.0,,0.0,Contract,59.5,0.0,0.0,Canceled,2016-09-20,2.0,14,0.0,10.0,Autumn,0,1,1,833.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,27,2016,October,43,16,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,184.0,,0.0,Transient,57.0,0.0,0.0,Canceled,2016-09-20,2.0,2,0.0,10.0,Autumn,0,1,0,114.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,181,2016,October,43,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,11.0,,0.0,Transient,37.0,0.0,0.0,Canceled,2016-07-18,2.0,3,0.0,10.0,Autumn,0,1,1,111.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,1,23,2016,October,43,16,2,2,2,0.0,0,HB,PRT,Groups,Corporate,0.0,0.0,0.0,E,E,0.0,No Deposit,0.0,,0.0,Transient-Party,81.0,0.0,0.0,Canceled,2016-10-06,2.0,4,0.0,10.0,Autumn,0,1,1,324.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,14,2016,October,43,16,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,1.0,Canceled,2016-10-11,2.0,4,0.0,10.0,Autumn,0,1,1,240.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,19,2016,October,43,16,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,1.0,Canceled,2016-09-29,2.0,5,0.0,10.0,Autumn,0,1,1,300.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,30,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,65.0,0.0,1.0,Canceled,2016-09-17,2.0,5,0.0,10.0,Autumn,0,1,1,325.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,47,2016,October,43,16,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,75.0,0.0,1.0,Canceled,2016-09-05,2.0,5,0.0,10.0,Autumn,0,1,1,375.0,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,31,2016,October,43,16,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,2.0,Canceled,2016-10-02,2.0,4,0.0,10.0,Autumn,0,1,1,240.0,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,47,2016,October,43,16,2,4,2,2.0,0,HB,GBR,Online TA,TA/TO,0.0,0.0,0.0,G,G,2.0,No Deposit,240.0,,0.0,Transient,193.0,0.0,0.0,Canceled,2016-09-20,4.0,6,1.0,10.0,Autumn,1,1,1,1158.0,Small Group,Long Stay,Medium Lead Time
Resort Hotel,1,247,2016,October,43,16,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,242.0,,0.0,Transient,120.0,0.0,0.0,Canceled,2016-02-16,2.0,7,0.0,10.0,Autumn,0,1,1,840.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,247,2016,October,43,16,2,5,3,0.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,242.0,,0.0,Transient,141.7,0.0,1.0,Canceled,2016-02-16,3.0,7,0.0,10.0,Autumn,0,1,1,991.8999999999999,Small Group,Long Stay,Long Lead Time
Resort Hotel,1,244,2016,October,43,16,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,240.0,,0.0,Transient,120.0,0.0,1.0,Canceled,2016-02-16,2.0,7,0.0,10.0,Autumn,0,1,1,840.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,247,2016,October,43,16,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,242.0,,0.0,Transient,120.0,0.0,2.0,Canceled,2016-02-16,2.0,7,0.0,10.0,Autumn,0,1,1,840.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,142,2016,October,43,16,2,5,3,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,F,F,0.0,No Deposit,0.0,,0.0,Transient,93.15,0.0,0.0,Canceled,2016-07-29,3.0,7,0.0,10.0,Autumn,0,1,1,652.0500000000001,Small Group,Long Stay,Long Lead Time
Resort Hotel,1,243,2016,October,43,16,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,242.0,,0.0,Transient,141.7,0.0,1.0,No-Show,2016-10-16,3.0,7,1.0,10.0,Autumn,1,1,1,991.8999999999999,Small Group,Long Stay,Long Lead Time
Resort Hotel,0,382,2016,October,43,16,3,5,2,0.0,0,BB,GBR,Groups,Corporate,0.0,0.0,0.0,A,A,2.0,No Deposit,0.0,,0.0,Transient-Party,49.0,0.0,0.0,Check-Out,2016-10-24,2.0,8,0.0,10.0,Autumn,0,1,1,392.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,67,2016,October,43,17,1,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,68.0,0.0,2.0,Canceled,2016-08-29,2.0,1,0.0,10.0,Autumn,0,1,0,68.0,Couple,Short Stay,Medium Lead Time
Resort Hotel,1,68,2016,October,43,17,1,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,49.0,0.0,1.0,Canceled,2016-08-11,1.0,1,0.0,10.0,Autumn,0,1,0,49.0,Single,Short Stay,Medium Lead Time
Resort Hotel,1,161,2016,October,43,17,1,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,68.0,0.0,0.0,Canceled,2016-05-09,1.0,2,0.0,10.0,Autumn,0,1,1,136.0,Single,Short Stay,Long Lead Time
Resort Hotel,1,161,2016,October,43,17,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,68.0,0.0,0.0,Canceled,2016-08-10,2.0,2,0.0,10.0,Autumn,0,1,1,136.0,Couple,Short Stay,Long Lead Time
Resort Hotel,1,161,2016,October,43,17,1,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,49.0,0.0,0.0,Canceled,2016-05-09,1.0,2,0.0,10.0,Autumn,0,1,1,98.0,Single,Short Stay,Long Lead Time
Resort Hotel,1,17,2016,October,43,17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,1.0,Canceled,2016-10-04,2.0,3,0.0,10.0,Autumn,0,1,1,180.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,22,2016,October,43,17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,2.0,Canceled,2016-09-29,2.0,3,0.0,10.0,Autumn,0,1,1,180.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,154,2016,October,43,17,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,49.25,0.0,0.0,Canceled,2016-07-21,1.0,4,0.0,10.0,Autumn,0,1,1,197.0,Single,Medium Stay,Long Lead Time
Resort Hotel,1,58,2016,October,43,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,58.0,0.0,1.0,Canceled,2016-09-04,2.0,4,0.0,10.0,Autumn,0,1,1,232.0,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,62,2016,October,43,17,1,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,98.0,0.0,1.0,Canceled,2016-08-24,2.0,4,0.0,10.0,Autumn,0,1,1,392.0,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,30,2016,October,43,17,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,57.25,0.0,0.0,Canceled,2016-09-18,1.0,4,0.0,10.0,Autumn,0,1,1,229.0,Single,Medium Stay,Short Lead Time
Resort Hotel,1,95,2016,October,43,17,1,4,2,0.0,0,BB,POL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,58.0,0.0,1.0,Canceled,2016-07-19,2.0,5,0.0,10.0,Autumn,0,1,1,290.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,1,224,2016,October,43,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,62.29,0.0,0.0,Canceled,2016-03-08,2.0,7,0.0,10.0,Autumn,0,1,1,436.03,Couple,Long Stay,Long Lead Time
Resort Hotel,1,180,2016,October,43,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,57.0,0.0,0.0,Canceled,2016-05-02,2.0,7,0.0,10.0,Autumn,0,1,1,399.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,224,2016,October,43,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,62.29,0.0,0.0,Canceled,2016-04-27,2.0,7,0.0,10.0,Autumn,0,1,1,436.03,Couple,Long Stay,Long Lead Time
Resort Hotel,1,109,2016,October,43,17,3,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,58.0,0.0,0.0,Canceled,2016-06-30,2.0,8,0.0,10.0,Autumn,0,1,1,464.0,Couple,Long Stay,Long Lead Time
Resort Hotel,1,0,2016,October,43,18,0,1,3,1.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Transient,150.0,0.0,0.0,Canceled,2016-10-18,4.0,1,1.0,10.0,Autumn,1,0,1,150.0,Small Group,Short Stay,Last Minute
Resort Hotel,1,47,2016,October,43,18,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,368.0,,0.0,Transient-Party,52.0,0.0,0.0,Canceled,2016-10-04,1.0,1,0.0,10.0,Autumn,0,0,1,52.0,Single,Short Stay,Medium Lead Time
Resort Hotel,1,71,2016,October,43,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0.0,Transient,44.66,0.0,1.0,Canceled,2016-09-20,2.0,2,0.0,10.0,Autumn,0,0,1,89.32,Couple,Short Stay,Medium Lead Time
Resort Hotel,1,18,2016,October,43,18,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,72.0,0.0,3.0,Canceled,2016-10-02,2.0,2,0.0,10.0,Autumn,0,0,1,144.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,41,2016,October,43,18,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,63.67,0.0,1.0,Canceled,2016-09-26,2.0,3,0.0,10.0,Autumn,0,0,1,191.01,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,22,2016,October,43,18,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,1.0,Canceled,2016-10-06,2.0,3,0.0,10.0,Autumn,0,0,1,180.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,1,14,2016,October,43,18,0,3,1,0.0,0,BB,GBR,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,250.0,,0.0,Transient,75.0,0.0,0.0,Canceled,2016-10-06,1.0,3,0.0,10.0,Autumn,0,0,1,225.0,Single,Medium Stay,Short Lead Time
Resort Hotel,1,18,2016,October,43,18,0,3,2,2.0,0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0.0,Transient,130.0,0.0,0.0,Canceled,2016-10-08,4.0,3,1.0,10.0,Autumn,1,0,1,390.0,Small Group,Medium Stay,Short Lead Time
Resort Hotel,1,386,2016,October,43,18,0,3,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,50.4,0.0,2.0,Canceled,2015-10-09,2.0,3,0.0,10.0,Autumn,0,0,1,151.2,Couple,Medium Stay,Long Lead Time
Resort Hotel,1,91,2016,October,43,18,0,4,2,1.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,240.0,,0.0,Transient,75.5,0.0,0.0,Canceled,2016-07-21,3.0,4,1.0,10.0,Autumn,1,0,1,302.0,Small Group,Medium Stay,Long Lead Time
Resort Hotel,1,132,2016,October,43,18,0,4,3,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,240.0,,0.0,Transient,93.0,0.0,0.0,Canceled,2016-06-09,3.0,4,0.0,10.0,Autumn,0,0,1,372.0,Small Group,Medium Stay,Long Lead Time
Resort Hotel,1,116,2016,October,43,18,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,58.0,0.0,0.0,Canceled,2016-06-24,2.0,4,0.0,10.0,Autumn,0,0,1,232.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,1,132,2016,October,43,18,0,4,3,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,240.0,,0.0,Transient,103.0,0.0,0.0,Canceled,2016-06-09,3.0,4,0.0,10.0,Autumn,0,0,1,412.0,Small Group,Medium Stay,Long Lead Time
Resort Hotel,1,63,2016,October,43,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,74.0,0.0,2.0,Canceled,2016-10-05,2.0,4,0.0,10.0,Autumn,0,0,1,296.0,Couple,Medium Stay,Medium Lead Time
Resort Hotel,1,111,2016,October,43,18,0,4,3,1.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Transient,123.0,0.0,0.0,Canceled,2016-07-21,4.0,4,1.0,10.0,Autumn,1,0,1,492.0,Small Group,Medium Stay,Long Lead Time
Resort Hotel,1,386,2016,October,43,18,0,5,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,0.0,,0.0,Transient,50.4,0.0,2.0,Canceled,2015-10-09,2.0,5,0.0,10.0,Autumn,0,0,1,252.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,1,2,2016,October,43,19,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,5.0,,0.0,Transient-Party,52.8,0.0,0.0,Canceled,2016-10-17,1.0,1,0.0,10.0,Autumn,0,0,1,52.8,Single,Short Stay,Last Minute
Resort Hotel,1,127,2016,October,43,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,68.0,0.0,1.0,Canceled,2016-10-06,2.0,2,0.0,10.0,Autumn,0,0,1,136.0,Couple,Short Stay,Long Lead Time
Resort Hotel,1,15,2016,October,43,19,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,85.0,0.0,1.0,Canceled,2016-10-10,2.0,2,0.0,10.0,Autumn,0,0,1,170.0,Couple,Short Stay,Short Lead Time
Resort Hotel,1,23,2016,October,43,19,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0.0,Transient,130.0,0.0,1.0,Canceled,2016-10-05,4.0,3,1.0,10.0,Autumn,1,0,1,390.0,Small Group,Medium Stay,Short Lead Time
Resort Hotel,1,23,2016,October,43,19,0,3,2,0.0,0,BB,ZAF,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,60.0,0.0,1.0,Canceled,2016-10-06,2.0,3,0.0,10.0,Autumn,0,0,1,180.0,Couple,Medium Stay,Short Lead Time
